created_at_timestamp,lang,sha1_id_status,sha1_id_user,statuses_count,favourites_count,followers_count,created_at,friends_count
2022-05-19 20:45:48.000000 UTC,it,C8E0J1lSg/VdV6GmVFLyWWGhtcM=,jU2rxAxJ1Pe+pPeit70jsausUDQ=,9431,625,41,Thu Aug 29 16:11:21 +0000 2013,108
2022-05-19 20:45:51.000000 UTC,it,b6/6B8Szn0lDgrUvE87rFGjV/2Q=,rmflqo2RC9oDPeSrQUxzqexfINI=,168734,257962,1962,Sun Mar 24 20:15:38 +0000 2013,3237
2022-05-19 20:45:53.000000 UTC,it,u6/oEAIe9C1S+lPg+TgiG+2jp/g=,yHFeK61IpDCSI15GgELpUNyPakg=,158399,263934,4656,Tue Dec 16 14:00:54 +0000 2014,828
2022-05-19 20:45:54.000000 UTC,it,37Hqd2em1cczQliObI+DcQkByHE=,/17dXrzaXGk5m2wnLQjcbWtcw8c=,63074,22059,3259,Wed Feb 19 16:05:06 +0000 2014,83
2022-05-19 20:45:56.000000 UTC,it,YlVjjBjnMKFZFsGKN2F2PyqIpv0=,QOv0BhbT7e90nH6atQj0//VDJ/I=,38679,37172,440,Thu Aug 15 02:57:59 +0000 2019,330
2022-05-19 20:45:57.000000 UTC,it,46kQaUkDGoAV3DoLVTn0++375Ok=,pBoaNvPcGcUnvzFq/PECuBO2XfA=,190172,296209,1889,Thu Mar 28 08:14:07 +0000 2019,1544
2022-05-19 20:46:01.000000 UTC,it,LYlW7LgUV1kWOWfIVv1q2EyruUE=,bWEbrw7gOsgYfJlRllREfGJbjEQ=,11531,2238,123,Sun Oct 10 16:12:04 +0000 2021,405
2022-05-19 20:46:02.000000 UTC,it,K01O0H9TYebHE3pzRLDtNcfgouE=,ZkuCd9oFfV0wiNjXc1PBuZxps4Q=,129867,166867,1307,Fri Nov 02 11:48:24 +0000 2012,4815
2022-05-19 20:46:03.000000 UTC,it,6L3Bij01ueayVbq6VTuwkkiRLRQ=,uOtPVg7RqKvd/HDX/xQr3Y4v1vk=,7803,176,923,Wed Mar 18 17:12:57 +0000 2020,49
2022-05-19 20:46:07.000000 UTC,it,UAWzHpJqzJzKjV5i0EAS+zxNNbQ=,QOv0BhbT7e90nH6atQj0//VDJ/I=,38680,37172,440,Thu Aug 15 02:57:59 +0000 2019,330
2022-05-19 20:46:07.000000 UTC,it,fQpaiZv9mTfaj1I5Sfho7H/7+PA=,aTN8nTEmbUH0gDrf8Uo4o0iYqZU=,535650,30095,7364,Fri Jan 27 18:31:48 +0000 2012,6929
2022-05-19 20:46:10.000000 UTC,it,y1PXDQR/xZ4S6gjQ1DPL/SLL5vM=,kkAlP+0Kj/YQR3SzXCdGb4ScZKY=,81568,47781,1924,Thu Dec 13 22:10:04 +0000 2018,4998
2022-05-19 20:46:12.000000 UTC,it,fRgAnGZswXSRpQvKU+YSH3MHWvA=,kM8roQNHNbiTFm0dccBuvKIPdQw=,48168,82564,570,Fri May 03 10:43:15 +0000 2019,489
2022-05-19 20:46:12.000000 UTC,it,in+oN9crpXBanJD05XZcXl1/f7c=,vuEO6rUZEKIJwUj5yIj2jsAVYu0=,31051,61082,490,Tue Mar 24 16:02:57 +0000 2020,800
2022-05-19 20:46:13.000000 UTC,it,QFnZ4t6MPF6+9mZoRnYwJw3tdLs=,bWEbrw7gOsgYfJlRllREfGJbjEQ=,11488,2238,123,Sun Oct 10 16:12:04 +0000 2021,405
2022-05-19 20:46:19.000000 UTC,it,yVHdKzpW3E6JxCQNva/0tfUiJf0=,Hvsxu2WPP1wWbAWCCwcnXp6fuWo=,56893,22408,309,Sat May 19 11:34:20 +0000 2012,216
